id,title,description,category,price,rating,search_text
108,Lip Balm SPF 15 Pack Ultra - Red,Moisturizing lip protection with vitamin E for daily outdoor use.,Beauty & Personal Care,18.02,4.4,Lip Balm SPF 15 Pack Ultra - Red. Moisturizing lip protection with vitamin E for daily outdoor use.. Category: Beauty & Personal Care
109,Herbal Sleep Tea Blend Lite,Caffeine-free chamomile and valerian tea for relaxing bedtime routine.,Health & Wellness,86.35,4.0,Herbal Sleep Tea Blend Lite. Caffeine-free chamomile and valerian tea for relaxing bedtime routine.. Category: Health & Wellness
110,Remote Control Car Off-Road,Rechargeable RC truck with shock absorbers for indoor and outdoor play. Best seller in category.,Toys & Games,43.71,4.5,Remote Control Car Off-Road. Rechargeable RC truck with shock absorbers for indoor and outdoor play. Best seller in category.. Category: Toys & Games
111,Programmable Coffee Maker Classic - Gray,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,334.31,4.1,"Programmable Coffee Maker Classic - Gray. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
112,Productivity Planner 2026,"Undated daily planner with goal tracking, habit pages, and monthly reviews.",Books & Stationery,42.07,4.1,"Productivity Planner 2026. Undated daily planner with goal tracking, habit pages, and monthly reviews.. Category: Books & Stationery"
113,Children's Illustrated Storybook Plus,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,27.65,4.3,Children's Illustrated Storybook Plus. Colorful picture book with moral tales for bedtime reading ages 4-8.. Category: Books & Stationery
114,Air Fryer 5 Quart Classic,"Digital air fryer for crispy meals with less oil, includes recipe booklet. Best seller in category.",Home & Kitchen,53.05,4.2,"Air Fryer 5 Quart Classic. Digital air fryer for crispy meals with less oil, includes recipe booklet. Best seller in category.. Category: Home & Kitchen"
115,Resistance Bands Set Ultra,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,178.84,5.0,Resistance Bands Set Ultra. Five latex bands with handles and door anchor for full-body home workouts.. Category: Sports & Outdoors
116,USB-C Laptop Charger 65W - White,"Fast charging adapter compatible with most ultrabooks and tablets, compact travel design.",Electronics,541.9,3.8,"USB-C Laptop Charger 65W - White. Fast charging adapter compatible with most ultrabooks and tablets, compact travel design.. Category: Electronics"
117,Tablet Stand Adjustable - Black,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.",Electronics,726.06,3.5,"Tablet Stand Adjustable - Black. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.. Category: Electronics"
118,USB-C Laptop Charger 65W Plus,"Fast charging adapter compatible with most ultrabooks and tablets, compact travel design.",Electronics,708.73,4.4,"USB-C Laptop Charger 65W Plus. Fast charging adapter compatible with most ultrabooks and tablets, compact travel design.. Category: Electronics"
119,Wool Blend Sweater Lite,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,37.87,3.8,"Wool Blend Sweater Lite. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.. Category: Clothing"
120,Beard Grooming Kit Plus - Red,"Trimming oil, balm, and comb set for beard care and styling. Highly rated by customers.",Beauty & Personal Care,72.54,3.1,"Beard Grooming Kit Plus - Red. Trimming oil, balm, and comb set for beard care and styling. Highly rated by customers.. Category: Beauty & Personal Care"
121,Trail Running Shoes Pro - White,Lightweight grippy soles with cushioned midsole for rocky and muddy trails.,Sports & Outdoors,221.16,3.7,Trail Running Shoes Pro - White. Lightweight grippy soles with cushioned midsole for rocky and muddy trails.. Category: Sports & Outdoors
122,Exfoliating Face Scrub Ultra - Black,Gentle walnut scrub to remove dead skin cells and unclog pores.,Beauty & Personal Care,78.29,5.0,Exfoliating Face Scrub Ultra - Black. Gentle walnut scrub to remove dead skin cells and unclog pores.. Category: Beauty & Personal Care
123,Yoga Mat Non-Slip 6mm Pro - White,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts. Eco-friendly packaging.",Sports & Outdoors,176.36,3.8,"Yoga Mat Non-Slip 6mm Pro - White. Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts. Eco-friendly packaging.. Category: Sports & Outdoors"
124,Running Shorts Quick Dry,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,166.51,3.3,Running Shorts Quick Dry. Lightweight athletic shorts with moisture-wicking fabric and inner liner.. Category: Clothing
125,Beard Grooming Kit Pro - White,"Trimming oil, balm, and comb set for beard care and styling.",Beauty & Personal Care,44.77,5.0,"Beard Grooming Kit Pro - White. Trimming oil, balm, and comb set for beard care and styling.. Category: Beauty & Personal Care"
126,Meditation and Mindfulness Workbook Classic,"Guided exercises for stress relief, breathing techniques, and daily calm. Best seller in category.",Books & Stationery,15.23,3.7,"Meditation and Mindfulness Workbook Classic. Guided exercises for stress relief, breathing techniques, and daily calm. Best seller in category.. Category: Books & Stationery"
127,Merino Wool Hiking Socks Ultra,Cushioned wool socks that regulate temperature on long trail hikes.,Clothing,205.53,5.0,Merino Wool Hiking Socks Ultra. Cushioned wool socks that regulate temperature on long trail hikes.. Category: Clothing
128,Insulated Water Bottle 32oz Classic,"Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours. Eco-friendly packaging.",Sports & Outdoors,45.23,4.0,"Insulated Water Bottle 32oz Classic. Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours. Eco-friendly packaging.. Category: Sports & Outdoors"
129,Insulated Water Bottle 32oz Essential,"Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours.",Sports & Outdoors,75.4,5.0,"Insulated Water Bottle 32oz Essential. Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours.. Category: Sports & Outdoors"
130,Calligraphy Pen Set Lite - Gray,"Dip pens, ink, and practice sheets for hand lettering beginners. Best seller in category.",Books & Stationery,18.1,4.1,"Calligraphy Pen Set Lite - Gray. Dip pens, ink, and practice sheets for hand lettering beginners. Best seller in category.. Category: Books & Stationery"
131,Argan Oil Hair Treatment,Nourishing leave-in oil to repair dry damaged hair and reduce frizz.,Beauty & Personal Care,82.6,4.4,Argan Oil Hair Treatment. Nourishing leave-in oil to repair dry damaged hair and reduce frizz.. Category: Beauty & Personal Care
132,Remote Control Car Off-Road Lite,Rechargeable RC truck with shock absorbers for indoor and outdoor play.,Toys & Games,29.65,4.1,Remote Control Car Off-Road Lite. Rechargeable RC truck with shock absorbers for indoor and outdoor play.. Category: Toys & Games
133,Resistance Bands Set Deluxe - Gray,Five latex bands with handles and door anchor for full-body home workouts. Free shipping eligible.,Sports & Outdoors,63.77,4.1,Resistance Bands Set Deluxe - Gray. Five latex bands with handles and door anchor for full-body home workouts. Free shipping eligible.. Category: Sports & Outdoors
134,Camping Tent 4-Person Ultra,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Best seller in category.",Sports & Outdoors,40.99,4.3,"Camping Tent 4-Person Ultra. Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Best seller in category.. Category: Sports & Outdoors"
135,Remote Control Car Off-Road Classic,Rechargeable RC truck with shock absorbers for indoor and outdoor play.,Toys & Games,13.68,4.4,Remote Control Car Off-Road Classic. Rechargeable RC truck with shock absorbers for indoor and outdoor play.. Category: Toys & Games
136,Hardcover Notebook A5 Ruled Lite,200-page journal with thick paper suitable for fountain pens and bullet journaling.,Books & Stationery,32.55,4.3,Hardcover Notebook A5 Ruled Lite. 200-page journal with thick paper suitable for fountain pens and bullet journaling.. Category: Books & Stationery
137,Building Blocks STEM Kit 500pc Essential,Creative construction set encouraging engineering skills for kids ages 6+. Limited time offer.,Toys & Games,31.94,4.2,Building Blocks STEM Kit 500pc Essential. Creative construction set encouraging engineering skills for kids ages 6+. Limited time offer.. Category: Toys & Games
138,Coconut Body Lotion Classic,Rich moisturizing lotion with natural coconut extract for soft smooth skin.,Beauty & Personal Care,78.88,3.8,Coconut Body Lotion Classic. Rich moisturizing lotion with natural coconut extract for soft smooth skin.. Category: Beauty & Personal Care
139,Running Shorts Quick Dry Lite,Lightweight athletic shorts with moisture-wicking fabric and inner liner. Highly rated by customers.,Clothing,22.3,4.2,Running Shorts Quick Dry Lite. Lightweight athletic shorts with moisture-wicking fabric and inner liner. Highly rated by customers.. Category: Clothing
140,Ceramic Nonstick Frying Pan Lite - White,Induction-compatible skillet with PFOA-free coating for healthy cooking. Eco-friendly packaging.,Home & Kitchen,100.55,5.0,Ceramic Nonstick Frying Pan Lite - White. Induction-compatible skillet with PFOA-free coating for healthy cooking. Eco-friendly packaging.. Category: Home & Kitchen
141,Massage Gun Percussion Deluxe - Black,Cordless deep tissue massager with adjustable speeds for muscle soreness relief.,Health & Wellness,89.84,3.8,Massage Gun Percussion Deluxe - Black. Cordless deep tissue massager with adjustable speeds for muscle soreness relief.. Category: Health & Wellness
142,Makeup Brush Set 12-Piece Plus,"Synthetic bristle brushes for foundation, blush, and eye makeup application. Highly rated by customers.",Beauty & Personal Care,38.26,4.3,"Makeup Brush Set 12-Piece Plus. Synthetic bristle brushes for foundation, blush, and eye makeup application. Highly rated by customers.. Category: Beauty & Personal Care"
143,Resistance Bands Set - Gray,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,58.53,4.8,Resistance Bands Set - Gray. Five latex bands with handles and door anchor for full-body home workouts.. Category: Sports & Outdoors
144,Denim Jacket Classic Fit Classic,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,24.31,4.4,"Denim Jacket Classic Fit Classic. Timeless denim outerwear with button closure, versatile casual layer.. Category: Clothing"
145,Folding Camping Chair Classic,"Portable outdoor chair with cup holder, lightweight for beach and tailgating.",Sports & Outdoors,57.56,4.7,"Folding Camping Chair Classic. Portable outdoor chair with cup holder, lightweight for beach and tailgating.. Category: Sports & Outdoors"
146,Smart Home Security Camera Deluxe - Navy,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,812.95,3.6,"Smart Home Security Camera Deluxe - Navy. 1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.. Category: Electronics"
147,Tablet Stand Adjustable Ultra,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.",Electronics,723.99,4.3,"Tablet Stand Adjustable Ultra. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.. Category: Electronics"
148,Smart Home Security Camera Plus,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,582.96,4.1,"Smart Home Security Camera Plus. 1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.. Category: Electronics"
149,Sleeping Bag 3-Season Pro,Compact mummy bag rated to 20°F for backpacking and car camping.,Sports & Outdoors,71.0,4.1,Sleeping Bag 3-Season Pro. Compact mummy bag rated to 20°F for backpacking and car camping.. Category: Sports & Outdoors
150,Meditation and Mindfulness Workbook Lite - Navy,"Guided exercises for stress relief, breathing techniques, and daily calm.",Books & Stationery,26.05,4.9,"Meditation and Mindfulness Workbook Lite - Navy. Guided exercises for stress relief, breathing techniques, and daily calm.. Category: Books & Stationery"
151,Classic Novel Collection Box Set Deluxe - Navy,Timeless literature anthology with embossed hardcover bindings.,Books & Stationery,24.05,4.1,Classic Novel Collection Box Set Deluxe - Navy. Timeless literature anthology with embossed hardcover bindings.. Category: Books & Stationery
152,Fitness Tracker Watch - Red,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.",Health & Wellness,131.6,4.3,"Fitness Tracker Watch - Red. Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.. Category: Health & Wellness"
153,Bamboo Cutting Board Set Lite,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,64.26,3.3,Bamboo Cutting Board Set Lite. Eco-friendly boards in three sizes with juice grooves for meal prep.. Category: Home & Kitchen
